;i;j;period;weight
2745;Gilles Celeux;Leisch, Friedrich;10;1.0
2746;Gilles Celeux;McLachlan, Geoff;10;1.0
2747;Gilles Celeux;Tibshirani, Robert;10;1.0
2748;Gilles Celeux;Adrian Raftery;10;1.0
2749;Frank Klawonn;Bertrand, Patrice;10;1.0
2750;Frank Klawonn;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2751;Frank Klawonn;McLachlan, Geoff;10;1.0
2752;Frank Klawonn;Palumbo, Francesco;10;1.0
2753;Rudolf Kruse;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2754;Rudolf Kruse;Jajuga, Krzysztof;10;1.0
2755;Rudolf Kruse;McLachlan, Geoff;10;1.0
2756;Rudolf Kruse;Renato Coppi;10;1.0
2757;Verde, Rosanna;Bertrand, Patrice;10;1.0
2758;Verde, Rosanna;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2759;Verde, Rosanna;Ferligoj, Anuska;10;3.0
2760;Verde, Rosanna;Hennig, Christian;10;1.0
2761;Verde, Rosanna;Hruschka, Harald;10;1.0
2762;Verde, Rosanna;Tibshirani, Robert;10;1.0
2763;Verde, Rosanna;Paula Brito;10;1.0
2764;Verde, Rosanna;Gilbert Saporta;10;1.0
2765;Verde, Rosanna;Adrian Raftery;10;1.0
2766;Vermunt, Jeroen;Lausen, Berthold;10;2.0
2767;Vermunt, Jeroen;McLachlan, Geoff;10;1.0
2768;Vermunt, Jeroen;Steinley, Doug;10;2.0
2769;Vermunt, Jeroen;Tibshirani, Robert;10;2.0
2770;Vermunt, Jeroen;Gilles Celeux;10;1.0
2771;Vermunt, Jeroen;Rudolf Kruse;10;1.0
2772;Vichi, Maurizio;Hastie, Trevor;10;2.0
2773;Vichi, Maurizio;Meulman, Jacqueline;10;1.0
2774;Vichi, Maurizio;Palumbo, Francesco;10;1.0
2775;Vichi, Maurizio;Tibshirani, Robert;10;2.0
2776;Vichi, Maurizio;Renato Coppi;10;1.0
2777;Vichi, Maurizio;Vermunt, Jeroen;10;1.0
2778;Vichi, Maurizio;Wojtek J Krzanowski;10;1.0
2779;Vichi, Maurizio;Gilbert Saporta;10;1.0
2780;Vichi, Maurizio;Edvin Diday;10;1.0
2781;Vichi, Maurizio;Adrian Raftery;10;1.0
2782;Wojtek J Krzanowski;Geyer-Schulz, Andreas;10;1.0
2783;Wojtek J Krzanowski;Kiers, Henk;10;1.0
2784;Wojtek J Krzanowski;Renato Coppi;10;2.0
2785;Wojtek J Krzanowski;Frank Klawonn;10;1.0
2786;Wojtek J Krzanowski;Rudolf Kruse;10;1.0
2787;Wojtek J Krzanowski;Vichi, Maurizio;10;1.0
2788;Gilbert Saporta;Bertrand, Patrice;10;1.0
2789;Gilbert Saporta;Kiers, Henk;10;1.0
2790;Gilbert Saporta;Leisch, Friedrich;10;1.0
2791;Gilbert Saporta;Meulman, Jacqueline;10;1.0
2792;Gilbert Saporta;Murtagh, Fionn;10;1.0
2793;Gilbert Saporta;Palumbo, Francesco;10;1.0
2794;Gilbert Saporta;Riani, Marco;10;1.0
2795;Gilbert Saporta;Vichi, Maurizio;10;2.0
2796;Gilbert Saporta;Adrian Raftery;10;1.0
2797;Edvin Diday;Batagelj, Vladimir;10;1.0
2798;Edvin Diday;Groenen, Patrick J.F.;10;1.0
2799;Edvin Diday;Meulman, Jacqueline;10;1.0
2800;Adrian Raftery;Batagelj, Vladimir;10;1.0
2801;Adrian Raftery;Braak, Cajo ter;10;2.0
2802;Adrian Raftery;Hennig, Christian;10;1.0
2803;Adrian Raftery;McLachlan, Geoff;10;2.0
